# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
115;Art der Örtlichkeit;Art der Örtlichkeit;ZIR;V1.7;20210415

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
115_60;Gebüsch / Strauch / Hecke;0;1;0;NULL;;;;;
115_61;Grundstück;0;1;0;NULL;;;;;
115_62;Grüne Grenze;0;1;0;NULL;;;;;
115_63;Hof / Hinterhof;0;1;0;NULL;;;;;
115_64;Industriegebiet;0;1;0;NULL;;;;;
115_65;Innenstadt / Stadtzentrum;0;1;0;NULL;;;;;
115_66;Kleingarten;0;1;0;NULL;;;;;
115_67;Lagerplatz;0;1;0;NULL;;;;;
115_68;Landschaftsschutzgebiet;0;1;0;NULL;;;;;
115_69;Landwirtschaftliche Fläche;0;1;0;NULL;;;;;
115_7;Jugendhaus / Jugendzentrum;0;1;0;NULL;;;;;
115_70;Markt;0;1;0;NULL;;;;;
115_71;Messegelände;0;1;0;NULL;;;;;
115_72;Naturschutzgebiet;0;1;0;NULL;;;;;
115_73;Ortschaft;0;1;0;NULL;;;;;
115_74;Outdoor-Plantage A Profianlage;0;1;0;NULL;;;;;
115_75;Outdoor-Plantage B Großanlage;0;1;0;NULL;;;;;
115_76;Outdoor-Plantage C Kleinanlage;0;1;0;NULL;;;;;
115_77;Park / Parkanlage;0;1;0;NULL;;;;;
115_78;Plantage;0;1;0;NULL;;;;;
115_79;Platz;0;1;0;NULL;;;;;
115_8;Klubraum;0;1;0;NULL;;;;;
115_80;Siedlung;0;1;0;NULL;;;;;
115_81;Sperrbezirk;0;1;0;NULL;;;;;
115_82;Stadtgebiet;0;1;0;NULL;;;;;
115_83;Stadtrand;0;1;0;NULL;;;;;
115_84;Strichplatz;0;1;0;NULL;;;;;
115_85;Truppenübungsplatz;0;1;0;NULL;;;;;
115_86;Vergnügungsviertel;0;1;0;NULL;;;;;
115_87;Viehweide;0;1;0;NULL;;;;;
115_88;Vorgarten;0;1;0;NULL;;;;;
115_89;Wald;0;1;0;NULL;;;;;
115_9;Reitbahn;0;1;0;NULL;;;;;
115_90;Wäschetrockenplatz;0;1;0;NULL;;;;;
115_91;Wiese / Grünfläche;0;1;0;NULL;;;;;
115_92;Wohngebiet;0;1;0;NULL;;;;;
115_93;Freigelände;0;1;0;NULL;;;;;
115_94;Gebetsraum;0;1;0;NULL;;;;;
115_95;Kapelle;0;1;0;NULL;;;;;
115_96;Kirche / Dom;0;1;0;NULL;;;;;
115_97;Kloster;0;1;0;NULL;;;;;
115_98;Moschee;0;1;0;NULL;;;;;
115_99;Ordinationszimmer;0;1;0;NULL;;;;;
